source,target,weight
P0531,P0909,6
P0531,P0911,6
P0531,P0926,6
P0707,P0926,6
P0853,P1362,6
P0854,P1120,6
P0854,P1314,6
P0856,P0926,6
P1250,P1356,6
P1253,P1361,6
P0211,P1111,6
P0297,P0909,6
P0297,P0910,6
P0570,P1254,6
P0570,P1282,6
P0608,P0911,6
P0608,P1252,6
P0608,P1288,6
P0708,P1252,6
P0708,P1254,6
P0709,P1019,6
P0709,P1252,6
P0709,P1363,6
P0713,P1363,6
P0909,P1363,6
P0910,P1112,6
P0910,P1281,6
P0911,P1112,6
P0920,P1254,6
P1019,P1252,6
P1111,P1252,6
P1112,P1253,6
P1113,P1362,6
P1281,P1288,6
P1281,P1607,6
P1281,P1794,6
P1288,P1362,6
P0710,P0853,6
P0853,P1147,6
P1147,P1763,6
P0191,P1105,6
P0097,P1674,6
P1096,P1199,6
P1316,P1674,6
P0707,P1353,6
P0854,P1254,6
P0854,P1257,6
P0909,P1351,6
P0909,P1354,6
P0911,P1105,6
P1105,P1257,6
P1252,P1354,6
P1253,P1352,6
P1254,P1352,6
P1255,P1353,6
P0427,P1316,6
P0430,P1316,6
P0555,P1281,6
P0849,P1281,6
P0191,P1288,6
P0455,P1795,6
P0449,P0565,6
P0565,P1254,6
P0565,P1256,6
P0566,P0910,6
P0566,P1254,6
P0707,P1248,6
P0910,P1248,6
P1097,P1257,6
P1248,P1253,6
P1248,P1257,6
P1257,P1791,6
P1050,P1257,6
P1113,P1257,6
P1252,P1368,6
P1255,P1362,6
P0531,P0807,6
P0807,P0982,6
P0920,P0927,6
P1020,P1050,6
P1020,P1314,6
P1020,P1763,6
P0191,P0910,6
P0211,P1316,6
P0449,P1316,6
P0910,P0926,6
P0926,P0928,6
P0926,P1316,6
P0928,P1316,6
P1316,P1795,6
P0704,P1250,6
P0854,P1794,6
P0920,P1351,6
P1351,P1794,6
P0097,P0854,6
P0097,P1282,6
P0097,P1362,6
P0106,P0415,6
P0302,P1257,6
P0374,P0379,6
P0374,P1112,6
P0374,P1124,6
P0379,P1302,6
P0404,P1112,6
P0411,P1280,6
P0412,P0798,6
P0412,P1356,6
P0415,P1302,6
P0434,P1280,6
P0684,P1308,6
P0852,P0854,6
P0852,P1280,6
P0853,P1124,6
P0853,P1201,6
P0854,P1316,6
P0856,P0880,6
P0880,P1253,6
P0880,P1794,6
P0947,P1316,6
P1102,P1281,6
P1111,P1286,6
P1124,P1302,6
P1124,P1354,6
P1201,P1253,6
P1254,P1302,6
P1280,P1834,6
P1286,P1362,6
P1351,P1362,6
P1354,P1363,6
P0097,P0531,6
P0097,P1823,6
P0141,P1112,6
P0374,P0531,6
P0411,P0464,6
P0531,P1112,6
P0834,P0982,6
P0926,P0982,6
P0927,P1823,6
P1316,P1656,6
P0097,P1381,6
P0191,P1252,6
P0191,P1254,6
P0515,P1288,6
P0516,P1316,6
P0926,P1009,6
P0063,P1839,6
P0191,P1280,6
P0570,P1351,6
P0910,P1314,6
P1361,P1839,6
P1282,P1940,6
P1302,P1940,6
P0297,P0498,6
P0285,P0343,6
P0285,P1147,6
P0532,P1356,6
P0191,P0881,6
P0449,P1354,6
P1097,P1354,6
P0704,P1220,6
P0982,P1250,6
P1220,P1316,6
P1368,P1565,6
P1368,P1940,6
P0910,P1803,6
P0810,P1816,6
P0909,P1191,6
P1080,P1256,6
P1253,P1823,6
P0181,P0800,6
P0181,P0807,6
P0298,P0800,6
P0179,P1316,6
P0181,P0343,6
P0181,P1316,6
P0191,P1045,6
P0380,P0800,6
P1439,P1589,6
P0285,P0533,6
P0926,P1147,6
P1097,P1147,6
P0515,P1816,6
P0285,P1589,6
P0344,P1143,6
P0515,P0960,6
P0531,P0910,6
P0531,P1255,6
P0531,P1407,6
P0532,P0909,6
P0570,P1256,6
P0617,P0910,6
P0617,P1256,6
P0909,P1009,6
P0909,P1277,6
P0910,P1407,6
P0911,P1009,6
P0911,P1277,6
P1277,P1446,6
P0498,P0880,6
P1278,P1368,6
P0851,P1383,6
P1608,P1741,6
P0656,P0821,6
P0498,P1816,6
P0498,P1839,6
P0498,P1940,6
P1277,P1940,6
P0936,P1096,6
P0936,P1362,6
P1009,P1244,6
P1365,P1940,6
P1052,P1316,6
P0148,P0707,6
P0148,P0911,6
P0925,P1816,6
P1257,P1417,6
P0362,P1940,6
P0707,P1374,6
P0910,P1374,6
P0514,P1365,6
P0514,P0516,6
P0191,P0822,6
P1417,P1940,6
P0181,P1252,6
P0617,P1363,6
P0566,P1687,6
P0412,P0761,5
P0536,P1940,5
P0762,P1940,5
P0043,P0429,5
P0112,P0707,5
P0427,P0852,5
P0429,P0707,5
P0429,P1022,5
P0498,P0516,5
P0515,P0516,5
P0515,P1019,5
P0516,P0852,5
P0707,P1021,5
P0947,P1020,5
P0947,P1091,5
P0947,P1669,5
P0539,P0815,5
P0563,P0815,5
P0813,P0815,5
P0972,P1940,5
P0370,P0707,5
P0370,P0911,5
P0496,P1940,5
P0519,P0820,5
P0819,P0820,5
P0820,P1940,5
P0069,P0191,5
P0069,P0617,5
P0071,P0191,5
P0071,P0617,5
P0097,P0167,5
P0097,P0362,5
P0097,P0515,5
P0097,P0981,5
P0097,P1102,5
P0097,P1794,5
P0166,P0617,5
P0166,P0707,5
P0167,P0707,5
P0167,P0981,5
P0181,P0297,5
P0181,P0362,5
P0181,P0707,5
P0181,P1794,5
P0191,P0297,5
P0191,P1019,5
P0279,P0570,5
P0362,P1019,5
P0399,P1794,5
P1013,P1015,5
P1013,P1019,5
P1019,P1687,5
P1102,P1794,5
P1608,P1794,5
P1687,P1794,5
P0006,P0981,5
P0026,P0049,5
P0031,P0707,5
P0049,P0297,5
P0049,P0703,5
P0062,P0981,5
P0174,P0707,5
P0174,P0854,5
P0297,P0298,5
P0297,P0302,5
P0299,P0302,5
P0299,P0307,5
P0302,P0853,5
P0303,P0307,5
P0307,P0982,5
P0488,P0707,5
P0660,P0707,5
P0707,P1591,5
P0707,P1596,5
P0854,P0982,5
P1079,P1588,5
P0343,P0533,5
P0343,P1105,5
P0379,P0449,5
P0379,P0566,5
P0379,P0879,5
P0411,P1940,5
P0412,P0879,5
P0533,P1940,5
P0566,P1940,5
P0759,P0760,5
P0762,P1020,5
P0879,P1096,5
P0879,P1940,5
P0880,P1099,5
P0880,P1105,5
P0880,P1654,5
P1096,P1098,5
P1096,P1099,5
P1097,P1654,5
P1099,P1940,5
P0283,P1056,5
P0516,P0964,5
P0516,P1105,5
P0516,P1610,5
P0548,P1654,5
P0548,P1940,5
P0707,P1654,5
P0948,P1097,5
P0949,P1940,5
P0964,P1096,5
P0964,P1105,5
P0491,P1818,5
P0491,P1820,5
P0707,P1638,5
P0814,P1608,5
P0815,P1795,5
P1635,P1636,5
P1635,P1940,5
P0069,P1096,5
P0069,P1839,5
P0071,P0259,5
P0191,P0875,5
P0209,P0211,5
P0209,P0880,5
P0209,P1834,5
P0211,P0617,5
P0211,P0873,5
P0211,P1827,5
P0211,P1834,5
P0211,P1839,5
P0259,P0873,5
P0548,P0550,5
P0548,P0570,5
P0548,P0920,5
P0548,P1839,5
P0550,P0707,5
P0550,P1020,5
P0550,P1834,5
P0570,P1827,5
P0617,P0873,5
P0617,P1101,5
P0873,P0880,5
P0873,P1009,5
P0873,P1020,5
P0873,P1839,5
P0875,P0880,5
P0880,P1009,5
P0920,P1834,5
P1009,P1096,5
P0379,P0491,5
P0379,P0847,5
P0411,P0847,5
P0415,P0852,5
P0415,P1097,5
P0849,P1097,5
P0708,P0710,5
P0708,P0922,5
P0709,P0710,5
P0709,P0880,5
P0710,P0711,5
P0711,P0714,5
P0708,P1839,5
P0768,P1020,5
P1013,P1014,5
P0293,P0463,5
P0296,P0877,5
P0877,P1051,5
P0617,P0982,5
P0982,P1681,5
P0062,P0430,5
P0174,P1609,5
P0181,P1609,5
P0704,P1839,5
P0757,P0854,5
P0773,P1795,5
P1795,P1834,5
P0201,P0305,5
P0302,P0807,5
P0429,P0807,5
P0807,P1607,5
P1607,P1827,5
P0532,P0834,5
P0610,P1940,5
P0058,P0062,5
P0059,P0684,5
P0059,P0881,5
P0061,P0876,5
P0062,P0141,5
P0062,P0880,5
P0062,P0922,5
P0062,P1050,5
P0063,P0064,5
P0063,P0707,5
P0063,P0881,5
P0063,P0920,5
P0063,P0922,5
P0064,P0881,5
P0065,P0141,5
P0065,P0922,5
P0065,P1050,5
P0141,P0879,5
P0141,P0922,5
P0141,P1046,5
P0282,P0920,5
P0283,P0972,5
P0358,P0812,5
P0569,P0673,5
P0569,P0707,5
P0569,P1050,5
P0673,P1046,5
P0683,P0920,5
P0684,P0920,5
P0707,P1023,5
P0707,P1046,5
P0812,P0881,5
P0812,P1050,5
P0868,P0922,5
P0877,P0879,5
P0877,P0920,5
P0879,P0881,5
P0879,P1046,5
P0880,P0981,5
P0881,P0981,5
P0920,P0923,5
P0981,P1097,5
P1009,P1105,5
P1050,P1093,5
P0007,P1687,5
P0155,P0191,5
P0397,P1101,5
P0450,P1589,5
P0450,P1940,5
P0859,P1687,5
P1589,P1763,5
P1589,P1940,5
P0008,P0174,5
P0008,P0920,5
P0008,P1610,5
P0172,P0812,5
P0174,P0515,5
P0425,P0515,5
P0425,P0920,5
P0516,P1009,5
P0703,P0920,5
P0920,P1055,5
P0920,P1103,5
P0920,P1741,5
P0943,P1056,5
P0945,P1685,5
P0947,P1056,5
P1030,P1103,5
P1032,P1103,5
P1054,P1056,5
P1056,P1669,5
P1056,P1741,5
P1094,P1687,5
P1103,P1661,5
P1103,P1689,5
P1685,P1687,5
P1686,P1687,5
P1011,P1016,5
P0163,P0737,5
P0711,P0713,5
P0711,P1839,5
P0737,P0743,5
P0737,P1823,5
P0743,P1791,5
P0588,P0589,5
P0588,P1940,5
P0179,P0449,5
P0179,P0538,5
P0179,P0879,5
P0179,P0982,5
P0179,P1022,5
P0179,P1050,5
P0337,P0352,5
P0337,P1756,5
P0340,P1097,5
P0352,P1839,5
P0379,P0404,5
P0379,P0538,5
P0379,P0812,5
P0379,P1686,5
P0404,P0879,5
P0404,P0880,5
P0404,P1050,5
P0404,P1097,5
P0404,P1839,5
P0449,P0531,5
P0449,P0538,5
P0449,P0873,5
P0449,P1839,5
P0531,P0873,5
P0531,P0982,5
P0531,P1111,5
P0531,P1607,5
P0538,P0880,5
P0707,P0800,5
P0707,P1686,5
P0772,P1050,5
P0772,P1097,5
P0800,P1050,5
P0812,P1111,5
P0880,P1686,5
P0925,P1096,5
P0925,P1607,5
P0925,P1839,5
P0982,P1756,5
P0982,P1839,5
P1050,P1607,5
P1096,P1658,5
P1097,P1111,5
P1097,P1756,5
P1111,P1607,5
P1686,P1839,5
P0982,P1823,5
P0629,P0630,5
P0379,P0466,5
P0379,P0805,5
P0430,P1674,5
P0466,P1940,5
P0555,P0849,5
P0555,P1823,5
P0761,P1674,5
P0805,P1823,5
P0849,P1019,5
P0849,P1823,5
P0925,P1823,5
P1019,P1674,5
P1674,P1823,5
P0296,P1674,5
P0379,P0603,5
P0379,P0604,5
P0379,P1120,5
P0415,P0464,5
P0415,P0570,5
P0415,P0880,5
P0464,P0761,5
P0464,P0807,5
P0464,P0920,5
P0464,P1607,5
P0563,P0880,5
P0570,P0849,5
P0570,P1103,5
P0570,P1607,5
P0570,P1777,5
P0736,P0743,5
P0736,P0810,5
P0736,P0880,5
P0736,P0925,5
P0736,P1686,5
P0736,P1791,5
P0743,P1105,5
P0807,P1013,5
P0807,P1120,5
P0807,P1121,5
P0810,P0880,5
P0810,P0920,5
P0842,P1608,5
P0849,P0920,5
P0849,P1614,5
P0858,P1097,5
P0880,P0947,5
P0880,P1687,5
P0880,P1791,5
P0925,P1608,5
P0925,P1614,5
P0945,P1839,5
P0947,P1763,5
P1013,P1763,5
P1103,P1120,5
P1608,P1839,5
P1687,P1839,5
P1763,P1777,5
P0063,P1096,5
P0065,P0854,5
P0065,P1111,5
P0434,P1940,5
P0450,P1096,5
P0502,P0853,5
P0736,P1111,5
P0736,P1112,5
P0807,P1112,5
P0807,P1113,5
P0853,P1686,5
P1079,P1112,5
P1111,P1113,5
P1130,P1131,5
P1131,P1132,5
P0148,P1940,5
P0211,P0305,5
P0302,P1940,5
P0307,P0343,5
P0307,P0880,5
P0532,P0611,5
P0556,P1940,5
P0610,P0611,5
P0610,P0948,5
P0106,P0906,5
P0239,P0906,5
P0379,P0853,5
P0379,P0906,5
P0379,P1824,5
P0853,P1594,5
P0906,P1687,5
P1101,P1102,5
P0255,P0963,5
P0281,P0355,5
P0281,P0711,5
P0281,P1940,5
P0355,P1940,5
P0564,P1940,5
P0963,P1096,5
P1029,P1103,5
P1094,P1122,5
P1094,P1132,5
P1103,P1112,5
P1103,P1303,5
P1122,P1213,5
P1122,P1259,5
P1122,P1603,5
P1122,P1866,5
P1273,P1789,5
P0007,P0239,5
P0008,P1734,5
P0049,P0962,5
P0049,P1734,5
P0059,P0239,5
P0412,P0810,5
P0412,P0854,5
P0564,P0853,5
P0810,P0854,5
P0851,P1096,5
P0853,P0880,5
P0854,P0880,5
P0880,P1019,5
P1019,P1096,5
P0577,P0578,5
P0259,P1823,5
P0531,P0863,5
P0617,P1097,5
P1097,P1823,5
P0800,P1009,5
P0531,P0962,5
P0141,P0143,5
P0141,P0146,5
P0141,P0570,5
P0143,P1097,5
P0143,P1594,5
P0158,P0191,5
P0158,P1097,5
P0158,P1794,5
P0191,P0239,5
P0191,P0719,5
P0191,P0906,5
P0570,P1656,5
P0906,P1794,5
P1097,P1656,5
P1097,P1794,5
P0447,P1940,5
P0449,P1090,5
P0555,P1794,5
P0555,P1834,5
P0612,P1034,5
P0704,P1090,5
P1834,P1940,5
P0050,P0166,5
P0022,P1750,5
P0243,P0588,5
P0243,P0711,5
P0277,P0737,5
P0289,P0290,5
P0436,P1608,5
P0548,P1132,5
P0570,P0737,5
P0589,P0711,5
P0905,P1608,5
P0982,P1103,5
P1656,P1687,5
P0909,P0924,5
P0909,P0927,5
P0924,P0927,5
P0707,P0847,5
P0053,P0379,5
P0252,P0849,5
P0252,P1124,5
P0283,P0514,5
P0285,P1121,5
P0297,P0807,5
P0379,P0943,5
P0379,P1122,5
P0414,P0849,5
P0514,P0800,5
P0798,P1122,5
P0800,P0807,5
P0807,P0852,5
P0849,P0865,5
P0918,P1124,5
P0109,P0179,5
P0179,P1596,5
P0296,P1596,5
P0060,P0061,5
P0060,P0065,5
P0061,P0440,5
P0062,P0570,5
P0062,P0948,5
P0065,P0436,5
P0065,P0685,5
P0179,P0570,5
P0195,P1097,5
P0440,P0685,5
P0564,P0565,5
P0565,P0880,5
P0565,P1096,5
P0565,P1097,5
P0570,P1111,5
P0685,P0800,5
P0685,P1674,5
P1097,P1588,5
P1097,P1661,5
P0166,P0911,5
P0279,P0911,5
P0303,P0911,5
P1050,P1286,5
P1278,P1589,5
P0181,P0531,5
P0531,P0840,5
P0840,P0842,5
P0259,P1090,5
P0447,P1050,5
P0447,P1280,5
P0447,P1286,5
P0807,P1280,5
P1124,P1687,5
P1280,P1286,5
P0337,P0430,5
P0337,P1940,5
P0352,P0430,5
P0352,P0555,5
P0379,P0463,5
P1755,P1823,5
P0279,P0430,5
P0141,P0412,5
P0141,P0449,5
P0179,P1791,5
P0412,P0711,5
P0412,P0927,5
P0449,P0927,5
P0707,P1791,5
P0708,P1097,5
P0708,P1756,5
P0772,P0927,5
P0880,P0927,5
P0181,P1050,5
P0181,P1686,5
P0962,P0982,5
P0065,P0297,5
P0065,P1201,5
P0297,P0904,5
P0297,P1356,5
P0707,P1285,5
P0880,P1199,5
P0880,P1201,5
P0880,P1356,5
P1199,P1356,5
P1199,P1357,5
P0277,P0911,5
P0279,P0737,5
P0279,P0909,5
P0280,P0281,5
P0280,P0355,5
P0280,P0707,5
P0737,P0911,5
P0174,P0447,5
P0427,P0840,5
P0430,P0873,5
P0430,P1281,5
P0432,P1278,5
P0703,P0880,5
P0703,P1280,5
P0703,P1281,5
P0840,P1047,5
P0840,P1281,5
P0840,P1594,5
P0840,P1595,5
P0840,P1596,5
P0880,P1281,5
P1237,P1281,5
P1280,P1594,5
P1281,P1595,5
P0192,P1097,5
P0279,P1097,5
P0339,P1356,5
P0340,P1356,5
P0343,P1356,5
P0381,P1203,5
P0707,P1012,5
P0707,P1115,5
P1096,P1202,5
P1096,P1203,5
P1096,P1288,5
P1096,P1357,5
P1097,P1115,5
P1097,P1356,5
P1113,P1288,5
P1124,P1202,5
P1124,P1356,5
P1288,P1356,5
P0191,P0192,5
P0191,P1111,5
P0191,P1255,5
P0192,P0704,5
P0449,P1356,5
P0704,P1124,5
P0704,P1257,5
P0707,P0743,5
P0707,P1235,5
P0708,P1245,5
P0711,P1020,5
P0711,P1111,5
P0711,P1794,5
P0713,P1019,5
P0713,P1020,5
P0713,P1255,5
P0713,P1256,5
P0743,P1257,5
P0743,P1356,5
P0744,P1257,5
P0873,P0909,5
P0873,P0911,5
P0873,P1589,5
P0909,P1244,5
P0909,P1794,5
P0911,P0924,5
P0911,P1102,5
P0911,P1356,5
P0927,P1589,5
P0927,P1687,5
P1019,P1111,5
P1019,P1257,5
P1020,P1124,5
P1020,P1256,5
P1090,P1111,5
P1102,P1124,5
P1102,P1257,5
P1124,P1257,5
P1244,P1257,5
P1255,P1687,5
P1255,P1839,5
P1257,P1356,5
P1257,P1794,5
P0049,P0427,5
P0049,P0430,5
P0049,P0531,5
P0065,P0840,5
P0191,P0427,5
P0191,P1714,5
P0239,P0531,5
P0297,P0430,5
P0297,P1096,5
P0297,P1589,5
P0304,P0707,5
P0429,P0531,5
P0429,P0737,5
P0429,P0800,5
P0429,P1096,5
P0430,P0531,5
P0531,P0803,5
P0707,P0803,5
P0707,P0840,5
P0707,P0906,5
P0707,P1714,5
P0815,P1589,5
P0840,P1608,5
P1096,P1589,5
P0177,P1253,5
P0374,P0411,5
P0374,P1252,5
P0427,P1256,5
P0736,P0911,5
P1183,P1252,5
P1183,P1257,5
P1199,P1253,5
P1199,P1257,5
P0006,P0304,5
P0151,P0710,5
P0163,P0379,5
P0163,P1356,5
P0305,P0911,5
P0379,P0910,5
P0379,P1257,5
P0379,P1589,5
P0399,P0911,5
P0399,P1589,5
P0555,P0911,5
P0555,P1763,5
P0707,P0709,5
P0709,P0910,5
P0709,P1823,5
P0710,P1823,5
P0711,P1741,5
P0711,P1763,5
P0757,P0909,5
P0757,P0910,5
P0757,P1589,5
P0909,P1741,5
P0910,P1356,5
P0910,P1741,5
P0910,P1823,5
P1256,P1763,5
P1257,P1802,5
P1589,P1756,5
P1657,P1741,5
P1703,P1823,5
P1756,P1763,5
P1763,P1823,5
P0570,P1250,5
P0685,P0854,5
P0853,P1247,5
P1247,P1839,5
P1250,P1940,5
P0174,P1097,5
P0174,P1112,5
P0179,P0810,5
P0179,P1006,5
P0564,P0707,5
P0565,P1113,5
P0566,P1113,5
P1020,P1363,5
P1112,P1363,5
P0531,P1795,5
P0401,P0707,5
P0531,P0743,5
P0379,P1281,5
P0463,P0469,5
P0711,P0856,5
P0853,P1361,5
P1311,P1940,5
P0463,P1361,5
P0464,P1046,5
P0464,P1252,5
P0464,P1257,5
P0464,P1361,5
P0464,P1650,5
P0469,P1282,5
P0707,P0918,5
P0707,P1120,5
P0707,P1251,5
P1046,P1252,5
P1120,P1256,5
P1251,P1255,5
P1251,P1256,5
P1252,P1280,5
P1252,P1281,5
P1255,P1280,5
P1255,P1281,5
P1256,P1361,5
P1257,P1281,5
P1257,P1650,5
P1280,P1361,5
P1281,P1311,5
P1281,P1361,5
P1312,P1316,5
P0911,P0926,5
P0280,P1253,5
P0280,P1254,5
P0280,P1255,5
P0297,P1245,5
P0297,P1252,5
P0297,P1314,5
P0911,P1206,5
P1120,P1314,5
P1206,P1253,5
P1206,P1254,5
P1254,P1607,5
P1254,P1608,5
P0191,P0339,5
P0191,P1694,5
P0339,P0570,5
P0344,P0853,5
P1199,P1940,5
P0810,P1247,5
P0810,P1249,5
P0810,P1250,5
P1248,P1249,5
P1248,P1791,5
P1248,P1940,5
P1249,P1250,5
P1789,P1791,5
P1789,P1940,5
P1189,P1316,5
P1251,P1254,5
P1252,P1356,5
P1252,P1357,5
P1269,P1363,5
P1316,P1357,5
P1316,P1376,5
P1357,P1940,5
P1363,P1940,5
P1376,P1940,5
P0449,P1202,5
P0814,P1202,5
P0815,P1202,5
P0920,P1658,5
P0738,P1940,5
P0853,P1614,5
P0853,P1741,5
P1056,P1276,5
P1276,P1839,5
P1607,P1741,5
P1741,P1839,5
P0062,P1316,5
P0064,P0685,5
P0065,P1286,5
P0065,P1316,5
P0684,P1020,5
P0685,P1286,5
P1277,P1361,5
P0178,P0179,5
P0179,P0429,5
P0179,P1314,5
P0307,P1314,5
P0339,P0429,5
P0343,P0429,5
P0343,P0570,5
P0429,P0853,5
P0429,P1314,5
P0429,P1763,5
P0570,P1314,5
P0737,P0853,5
P0737,P1019,5
P0737,P1658,5
P0853,P1763,5
P0920,P1311,5
P0926,P1656,5
P1595,P1834,5
P1658,P1763,5
P0856,P1277,5
P0920,P1277,5
P0920,P1361,5
P1143,P1144,5
P1314,P1361,5
P1356,P1361,5
P0106,P1055,5
P0106,P1253,5
P0179,P1687,5
P0379,P1314,5
P0379,P1596,5
P0449,P1314,5
P0703,P1253,5
P0703,P1763,5
P0707,P0943,5
P0707,P1055,5
P0737,P1741,5
P0840,P1741,5
P0849,P1356,5
P0849,P1741,5
P0879,P1055,5
P0879,P1252,5
P0906,P0920,5
P0906,P1839,5
P0921,P1056,5
P1096,P1657,5
P1253,P1343,5
P1253,P1657,5
P1253,P1687,5
P1253,P1763,5
P1253,P1839,5
P1276,P1657,5
P1314,P1343,5
P0065,P0851,5
P0805,P0851,5
P0840,P1286,5
P1281,P1286,5
P1281,P1363,5
P1286,P1363,5
P0912,P1940,5
P0008,P1180,5
P0008,P1276,5
P0008,P1302,5
P0106,P1302,5
P0106,P1357,5
P0610,P1823,5
P1189,P1302,5
P1190,P1277,5
P1302,P1357,5
P1357,P1823,5
P1802,P1803,5
P0141,P0703,5
P0141,P0853,5
P0141,P0854,5
P0141,P1253,5
P0141,P1314,5
P0141,P1356,5
P0379,P0854,5
P0379,P0856,5
P0379,P1361,5
P0379,P1362,5
P0429,P0856,5
P0429,P1050,5
P0463,P1356,5
P0464,P0708,5
P0464,P1050,5
P0531,P0703,5
P0531,P1362,5
P0531,P1789,5
P0548,P0911,5
P0548,P1314,5
P0548,P1362,5
P0548,P1741,5
P0703,P0909,5
P0703,P1097,5
P0707,P1250,5
P0708,P1362,5
P0854,P0909,5
P0856,P1050,5
P0856,P1250,5
P0856,P1253,5
P0856,P1362,5
P1019,P1362,5
P1050,P1741,5
P1097,P1741,5
P1314,P1362,5
P0925,P1318,5
P1277,P1791,5
P0211,P1253,5
P0211,P1794,5
P0297,P1020,5
P0297,P1111,5
P0297,P1363,5
P0570,P0608,5
P0570,P1124,5
P0570,P1362,5
P0608,P0707,5
P0608,P0909,5
P0608,P1253,5
P0608,P1254,5
P0608,P1839,5
P0709,P1254,5
P0709,P1607,5
P0711,P1281,5
P0713,P1252,5
P0713,P1253,5
P0909,P1113,5
P0909,P1281,5
P0909,P1288,5
P0910,P1124,5
P0910,P1280,5
P0910,P1363,5
P0910,P1608,5
P1019,P1247,5
P1019,P1254,5
P1020,P1253,5
P1020,P1362,5
P1112,P1252,5
P1112,P1281,5
P1113,P1254,5
P1124,P1252,5
P1124,P1281,5
P1124,P1363,5
P1124,P1607,5
P1247,P1608,5
P1249,P1363,5
P1253,P1288,5
P1253,P1794,5
P1254,P1839,5
P1280,P1362,5
P1280,P1794,5
P1281,P1839,5
P1282,P1362,5
P1282,P1794,5
P1282,P1839,5
P1362,P1839,5
P1363,P1794,5
P1839,P1866,5
P0275,P0856,5
P0307,P0881,5
P0742,P0807,5
P0412,P1277,5
P0412,P1763,5
P0548,P1147,5
P0927,P1277,5
P1147,P1741,5
P0156,P1090,5
P0447,P0882,5
P1046,P1090,5
P0097,P1308,5
P1011,P1272,5
P1111,P1308,5
P0201,P0707,5
P0405,P1001,5
P0555,P1001,5
P0558,P0910,5
P0707,P1355,5
P0707,P1770,5
P0713,P0854,5
P0713,P1352,5
P0854,P0910,5
P0854,P1252,5
P0909,P1353,5
P0910,P1093,5
P0910,P1351,5
P0910,P1353,5
P0911,P1353,5
P0917,P1253,5
P1105,P1252,5
P1105,P1253,5
P1105,P1255,5
P1252,P1352,5
P1252,P1353,5
P1257,P1351,5
P1257,P1352,5
P1351,P1353,5
P1352,P1353,5
P1352,P1355,5
P0298,P0379,5
P0298,P0570,5
P0298,P1940,5
P0415,P0555,5
P0065,P0532,5
P0532,P0851,5
P0062,P0737,5
P0191,P0455,5
P0450,P1795,5
P0570,P1360,5
P0570,P1795,5
P1147,P1314,5
P0564,P0909,5
P0565,P0910,5
P0565,P0911,5
P0565,P1253,5
P0565,P1257,5
P0909,P1091,5
P0910,P1097,5
P0911,P1248,5
P0911,P1335,5
P1090,P1097,5
P1090,P1252,5
P1091,P1097,5
P1091,P1362,5
P1102,P1254,5
P1102,P1362,5
P1248,P1252,5
P1248,P1254,5
P1253,P1393,5
P1361,P1393,5
P0565,P1255,5
P0565,P1368,5
P0566,P1245,5
P0566,P1255,5
P1050,P1255,5
P1111,P1248,5
P1113,P1256,5
P1245,P1248,5
P1256,P1368,5
P0069,P0910,5
P0175,P1316,5
P0191,P1201,5
P0909,P1203,5
P0910,P0927,5
P0910,P1201,5
P0927,P1316,5
P0927,P1795,5
P1079,P1316,5
P0115,P0117,5
P0115,P1558,5
P0115,P1794,5
P0117,P0843,5
P0191,P0854,5
P0191,P1314,5
P0191,P1584,5
P0193,P1356,5
P0195,P0737,5
P0450,P0786,5
P0456,P1795,5
P0569,P1794,5
P0704,P1584,5
P0856,P1794,5
P1250,P1794,5
P1314,P1351,5
P1584,P1795,5
P0063,P1352,5
P0065,P1102,5
P0097,P0412,5
P0097,P0708,5
P0097,P0881,5
P0097,P1201,5
P0097,P1253,5
P0097,P1267,5
P0097,P1352,5
P0106,P1281,5
P0252,P1254,5
P0252,P1302,5
P0374,P0842,5
P0374,P0856,5
P0379,P1189,5
P0379,P1254,5
P0379,P1308,5
P0379,P1351,5
P0379,P1834,5
P0399,P1267,5
P0399,P1282,5
P0399,P1351,5
P0404,P1253,5
P0404,P1316,5
P0404,P1363,5
P0411,P1356,5
P0412,P0849,5
P0412,P0856,5
P0412,P1302,5
P0550,P1280,5
P0701,P1316,5
P0707,P1286,5
P0708,P1316,5
P0798,P1280,5
P0798,P1288,5
P0840,P0853,5
P0849,P1020,5
P0849,P1288,5
P0852,P0856,5
P0852,P1201,5
P0852,P1302,5
P0853,P1213,5
P0853,P1354,5
P0853,P1363,5
P0854,P1201,5
P0854,P1409,5
P0856,P1102,5
P0856,P1254,5
P0875,P1362,5
P0879,P1112,5
P0880,P1257,5
P0880,P1288,5
P0881,P1352,5
P0948,P1834,5
P0950,P1111,5
P1056,P1201,5
P1102,P1286,5
P1102,P1288,5
P1111,P1213,5
P1111,P1214,5
P1189,P1312,5
P1199,P1288,5
P1213,P1257,5
P1253,P1286,5
P1257,P1834,5
P1280,P1352,5
P1280,P1354,5
P1282,P1356,5
P1286,P1351,5
P1286,P1352,5
P1308,P1794,5
P1316,P1351,5
P1316,P1834,5
P1351,P1363,5
P1352,P1362,5
P1352,P1363,5
P0097,P0141,5
P0097,P0447,5
P0097,P0800,5
P0097,P1360,5
P0141,P0807,5
P0141,P1096,5
P0141,P1267,5
P0191,P0982,5
P0191,P1112,5
P0191,P1823,5
P0374,P0807,5
P0411,P0807,5
P0411,P0918,5
P0411,P0982,5
P0411,P1050,5
P0427,P0532,5
P0447,P1823,5
P0464,P0847,5
P0464,P0982,5
P0464,P1656,5
